ID,Cluster,ClusterSize,locus,description,Coregenes_Mustroph2009,Cluster1genes_Lee2011,prt6-1seedAirUP,ate1ate2SeedlingAirUP,prt6-1SeedlingAirUP,TFfamily,comment2,prt6seedvsWTseed_Log2signal,ate1ate2NSvsWTNS_Log2signal,prt6NSvsWTNS_Log2signal,ate1ate2HSvsWTHS_Log2signal,prt6HSvsWTHS_Log2signal,WTHSvsWTNS_Log2signal,ate1ate2HSvsate1ate2NS_Log2signal,prt6HSvsprt6NS_Log2signal,prt6seedvsWTseed_adj-p,ate1ate2NSvsWTNS_adj-p,prt6NSvsWTNS_adj-p,ate1ate2HSvsWTHS_adj-p,prt6HSvsWTHS_adj-p,WTHSvsWTNS_adj-p,ate1ate2HSvsate1ate2NS_adj-p,prt6HSvsprt6NS_adj-p
251012_at,5,82,AT5G02580,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G55240.1); similar to hypothetical protein OsI_019565 [Oryza sativa (indica cultivar-group)] (GB:EAY98332.1); similar to Os05g0462000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055765.1); contains InterPro domain Conserved hypothetical protein CHP01589, plant (InterPro:IPR006476)",NA,,,,,,,-0.075964223,0.248675816,0.23107962,-0.452894886,-0.490077926,1.267445979,0.565875277,0.546288434,0.681793814,0.502047046,0.536695368,0.104530052,0.047340954,4.85E-06,0.028492771,0.027480849
251026_at,5,82,AT5G02200,FHL (FAR-RED-ELONGATED HYPOCOTYL1-LIKE); protein binding,Core cell type,,,,,,,0.149969453,0.244034683,-0.24365278,-0.167239072,0.006499473,1.226600757,0.815327003,1.47675301,0.511175686,0.710312389,0.685759819,0.9305254,0.997939507,0.000205369,0.015456167,3.85E-05
251745_at,5,82,AT3G55980,zinc finger (CCCH-type) family protein,NA,,,,,C3H,,0.268301259,0.199826604,0.247020953,-0.113180788,0.376703623,1.467794457,1.154787066,1.597477128,0.080938103,0.638359819,0.463400083,0.940828949,0.134752852,5.05E-07,2.95E-05,3.59E-07
252131_at,5,82,AT3G50930,AAA-type ATPase family protein,NA,,,,,,SUB1A_UP,-0.471418465,0.579297168,0.773593101,0.320124991,-0.082977022,1.626509713,1.367337536,0.76993959,0.017494864,0.066334242,0.009867126,0.565994188,0.940196197,2.52E-06,5.96E-05,0.009316372
252427_at,5,82,AT3G47640,basic helix-loop-helix (bHLH) family protein,NA,,,,,bHLH,,-0.397564155,0.178549161,0.345643461,0.029057355,0.315460806,1.222069686,1.07257788,1.19188703,0.040090471,0.813249771,0.368351123,0.995820191,0.407314135,7.89E-05,0.000600995,0.000139249
253060_at,5,82,AT4G37710,VQ motif-containing protein,NA,,,,,,,-0.015111006,0.077352635,-0.097314436,-0.831421207,-1.016308674,1.50832155,0.599547708,0.589327312,0.951729101,0.95846982,0.919959406,0.00325264,0.000572954,2.08E-06,0.039106208,0.032731855
253070_at,5,82,AT4G37850,basic helix-loop-helix (bHLH) family protein,NA,,,,,bHLH,,-0.143457368,0.177497776,0.313446021,-0.231182164,-0.848277354,1.173119593,0.764439654,0.011396219,0.615288346,0.892474741,0.647547671,0.897316773,0.029622935,0.00236167,0.074144517,0.997243057
253404_at,5,82,AT4G32840,phosphofructokinase family protein,Core cell type,,,,,,,0.071981325,0.133196139,0.151115854,-0.739325168,-0.403743609,1.841977338,0.969456031,1.287117876,0.684968684,0.834371959,0.762373293,0.002584667,0.095715007,1.98E-08,0.000158261,4.36E-06
253513_at,5,82,AT4G31760,"peroxidase, putative",NA,,,,,,,0.493283097,0.238414587,-0.094694791,0.318451364,0.233321454,0.845955522,0.925992299,1.173971767,0.004297831,0.551561834,0.90974085,0.410503464,0.509807298,0.000727168,0.00049278,2.81E-05
253573_at,5,82,AT4G31020,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G24320.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO22751.1); contains domain PTHR12277:SF8 (PTHR12277:SF8); contains domain PTHR12277 (PTHR12277); contains domain SSF53474 (SSF53474); contains domain G3DSA:3.40.50.1820 (G3DSA:3.40.50.1820),NA,,,,,,,0.074842013,-0.043513738,0.056664495,0.440295162,0.400735966,1.736791667,2.220600567,2.080863137,0.782162089,0.987618895,0.976429736,0.388956508,0.329706096,5.34E-06,1.73E-06,1.05E-06
253616_at,5,82,AT4G30380,EXLB2 (EXPANSIN-LIKE B2 PRECURSOR),NA,,,,,,,0.099047765,0.132109901,0.158199493,-1.068617906,-0.598320221,1.471879679,0.271151872,0.715359964,0.60889201,0.874716008,0.792815381,0.000250217,0.023914647,2.05E-06,0.520280162,0.006684481
253631_at,5,82,AT4G30440,GAE1 (UDP-D-GLUCURONATE 4-EPIMERASE 1); UDP-glucuronate 4-epimerase/ catalytic,NA,,Up,,,,,1.049893287,0.177074806,-0.096619012,-0.243876515,0.078330586,1.373392568,0.952441248,1.548342166,0.000438129,0.899606013,0.958746205,0.893921985,0.965722743,0.000636493,0.023513851,0.000210137
253737_at,5,82,AT4G28703,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G04300.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO44490.1); similar to Os04g0509400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053279.1); similar to OSJNBb0065L13.6 [Oryza sativa (japonica cultivar-group)] (GB:CAE03363.1); contains InterPro domain RmlC-like jelly roll fold (InterPro:IPR014710); contains InterPro domain Protein of unknown function DUF861, cupin-3 (InterPro:IPR008579); contains InterPro domain Cupin, RmlC-type (InterPro:IPR011051)",NA,,,,,,,-0.290943134,-0.041524654,0.004656431,0.187941989,0.273523965,1.091322813,1.320789456,1.360190346,0.147673061,0.986765253,0.998490349,0.893921985,0.549451888,0.000473671,0.000129557,5.90E-05
253887_at,5,82,AT4G27730,ATOPT6 (oligopeptide transporter 6); oligopeptide transporter,NA,,,,,,,0.530230365,0.254459878,0.430615825,-0.280975088,0.293790415,1.625036061,1.089601095,1.488210651,0.020135965,0.722737104,0.31556866,0.768271116,0.572521416,1.60E-05,0.002431897,6.73E-05
253987_at,5,82,AT4G26270,phosphofructokinase family protein,NA,,,,,,,0.190203461,0.310810619,0.216461434,-0.17578728,-0.036704116,1.055304819,0.568706919,0.802139268,0.355967658,0.500174502,0.718847826,0.906889795,0.979668658,0.000584879,0.096154255,0.008273563
254385_s_at,5,82,AT4G21830,"[AT4G21830, methionine sulfoxide reductase domain-containing protein / SeIR domain-containing protein];[AT4G21840, methionine sulfoxide reductase domain-containing protein / SelR domain-containing protein]",NA,,,,,,SUB1A_UP,-0.409275476,0.097234731,-0.092866804,-0.45212852,-1.140303346,1.151847472,0.602484222,0.104410931,0.069087501,0.960089137,0.950636281,0.388956508,0.001700364,0.000879945,0.135620376,0.940550047
254385_s_at,5,82,AT4G21840,"[AT4G21830, methionine sulfoxide reductase domain-containing protein / SeIR domain-containing protein];[AT4G21840, methionine sulfoxide reductase domain-containing protein / SelR domain-containing protein]",NA,,,,,,SUB1A_UP,-0.409275476,0.097234731,-0.092866804,-0.45212852,-1.140303346,1.151847472,0.602484222,0.104410931,0.069087501,0.960089137,0.950636281,0.388956508,0.001700364,0.000879945,0.135620376,0.940550047
254520_at,5,82,AT4G19960,potassium ion transmembrane transporter,NA,,,,,,,0.453616176,0.304419138,-0.103317789,0.340015533,0.603814504,0.590136844,0.62573324,1.297269137,0.019126797,0.479941728,0.920167693,0.490103155,0.039855687,0.06338675,0.047446167,5.17E-05
255568_at,5,82,AT4G01250,WRKY22 (WRKY DNA-binding protein 22); transcription factor,NA,,,,,WRKY,,0.170383609,-0.125465128,0.243472801,-0.900649446,-0.095497424,1.403482898,0.62829858,1.064512673,0.626092461,0.963149693,0.84186594,0.092013297,0.964601401,0.002833229,0.322857699,0.026833926
255753_at,5,82,AT1G18570,MYB51 (MYB DOMAIN PROTEIN 51); DNA binding / transcription factor,NA,,,,,MYB,,-0.016607086,0.285515806,0.166518915,0.06920178,0.661741652,0.633576874,0.417262847,1.12879961,0.956375943,0.608915438,0.84534979,0.993168037,0.044969025,0.083757207,0.352199239,0.000654431
255884_at,5,82,AT1G20310,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G76070.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN83887.1),NA,,,,,,,0.19422242,0.311201141,0.101566056,-0.504760619,-0.305182615,1.354359911,0.538398152,0.947611241,0.339482123,0.494221897,0.928407373,0.173907706,0.451224189,3.23E-05,0.122529742,0.001850705
255900_at,5,82,AT1G17830,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G73210.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO45300.1); contains InterPro domain Protein of unknown function DUF789 (InterPro:IPR008507),NA,,,,,,,0.37527809,0.349811256,-0.16448403,0.306693081,0.44594416,0.860993788,0.817875613,1.471421978,0.104252496,0.52982801,0.871444321,0.730384798,0.286198865,0.018574424,0.03031833,0.000110119
256017_at,5,82,AT1G19180,JAZ1/TIFY10A (JASMONATE-ZIM-DOMAIN PROTEIN 1); protein binding,NA,,,,,Tify,,-0.139055398,0.191588978,-0.102078905,-0.606093857,-0.933933073,1.012760129,0.215077295,0.180905961,0.432103541,0.71980475,0.903637515,0.02500932,0.000739049,0.000138967,0.640623959,0.727092
256262_at,5,82,AT3G12150,similar to hypothetical protein [Vitis vinifera] (GB:CAN81264.1); contains domain PTHR13617 (PTHR13617); contains domain SSF53474 (SSF53474); contains domain G3DSA:3.40.50.1820 (G3DSA:3.40.50.1820); contains domain PTHR13617:SF1 (PTHR13617:SF1),NA,,,,,,,0.452140353,0.393677766,0.526700759,-0.307372252,-0.022890303,1.536105172,0.835055154,0.98651411,0.014623755,0.235664588,0.068702045,0.530102581,0.988270243,2.08E-06,0.003635294,0.000493583
256366_at,5,82,AT1G66880,serine/threonine protein kinase family protein,NA,,,,,,,0.167153154,0.566576956,0.442322499,-0.232769027,-0.291106692,1.864859416,1.065513433,1.131430226,0.624455956,0.346372128,0.528099109,0.934904359,0.757206827,0.000106576,0.029613353,0.014379428
256455_at,5,82,AT1G75190,unknown protein,NA,,,,,,,-0.194976435,-0.485151517,-0.302825286,-0.238722847,0.287793971,0.493677875,0.740106546,1.084297133,0.346259005,0.171486409,0.512200743,0.795482495,0.508072114,0.232120833,0.021781248,0.000552596
257053_at,5,82,AT3G15210,ATERF-4/ATERF4/ERF4/RAP2.5 (ETHYLENE RESPONSIVE ELEMENT BINDING FACTOR 4); DNA binding / protein binding / transcription factor/ transcription repressor,NA,,,,,AP2-EREBP,SUB1A_UP,0.01000712,0.608485005,0.601153049,-0.011669051,0.168756775,1.26105053,0.640896474,0.828654256,0.961932,0.006670252,0.007326825,0.996728085,0.652435299,1.58E-06,0.005331136,0.000305003
257062_at,5,82,AT3G18290,EMB2454 (EMBRYO DEFECTIVE 2454); protein binding / zinc ion binding,NA,,,,,C2H2,,0.144903789,0.162963521,0.497364789,0.174766575,0.78422213,0.818964215,0.830767269,1.105821555,0.43096398,0.81014577,0.076591993,0.870939162,0.004274629,0.00210839,0.002851816,0.000110119
257516_at,5,82,AT1G69040,ACR4 (ACT REPEAT 4); amino acid binding,NA,,,,,,,0.068068243,0.175141703,-0.255246319,0.155464293,0.134135919,1.066393695,1.046716286,1.455775933,0.732834394,0.764638387,0.501599682,0.893921985,0.829629131,7.28E-05,0.000182632,2.90E-06
258189_at,5,82,AT3G17860,JAI3/JAZ3/TIFY6B (JASMONATE-ZIM-DOMAIN PROTEIN 3),Core cell type,,,,,Tify,,0.139193874,0.429137198,0.224713823,-0.258333997,-0.255823395,1.615374691,0.927903496,1.134837473,0.340979217,0.061111131,0.469856307,0.47838349,0.336211108,4.55E-08,0.000129557,8.54E-06
258493_at,5,82,AT3G02555,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G16110.1); similar to hypothetical protein [Cleome spinosa] (GB:ABD96883.1),NA,,,,,,,0.164040083,0.388667656,0.225030877,-0.199854479,-0.015647187,1.600028085,1.01150595,1.359350022,0.333066357,0.186077099,0.582824206,0.783623637,0.992914088,3.82E-07,0.000224493,6.04E-06
258807_at,5,82,AT3G04030,myb family transcription factor,NA,,,,,G2-like,,0.150068442,-0.257876323,-0.30684783,-0.030363693,0.277337989,0.416325161,0.64383779,1.00051098,0.591109234,0.774811214,0.656796497,0.996362093,0.681706683,0.687132691,0.15985659,0.008940084
258856_at,5,82,AT3G02040,SRG3 (SENESCENCE-RELATED GENE 3); glycerophosphodiester phosphodiesterase,NA,,,,Up,,,-0.701515731,0.838136233,1.263641047,0.936085511,1.456558426,1.306408731,1.404358009,1.499326111,0.000166265,0.000757539,6.92E-06,0.000376992,2.39E-06,2.70E-06,3.41E-06,9.35E-07
258941_at,5,82,AT3G09940,ATMDAR3/MDHAR (MONODEHYDROASCORBATE REDUCTASE); monodehydroascorbate reductase (NADH),NA,,,,,,,-0.473137707,0.74079206,0.462360562,-0.131087699,-0.609580154,1.518579346,0.646699587,0.446638629,0.040330695,0.04184123,0.281508684,0.960671592,0.094644319,4.85E-05,0.104192298,0.30810516
259293_at,5,82,AT3G11580,"DNA-binding protein, putative",NA,,,,,ABI3VP1,,0.62342843,-0.054167769,0.000742488,0.409550906,0.290827149,0.960555357,1.424274032,1.250640018,0.009787332,0.985128426,0.999689084,0.503099733,0.607983764,0.007325038,0.000228535,0.0005871
259685_at,5,82,AT1G63090,ATPP2-A11 (Phloem protein 2-A11); carbohydrate binding,Core cell type,,,,,,,0.911149421,0.385812872,0.228614633,0.112712767,0.395091806,1.857653846,1.584553741,2.024131019,0.000102867,0.302360375,0.679213923,0.959772038,0.244393985,4.90E-07,1.07E-05,3.51E-07
259866_at,5,82,AT1G76640,"calmodulin-related protein, putative",NA,,,,,,,-0.117838782,0.06976837,-0.106492749,-0.591784265,-1.036844437,1.639411205,0.977858571,0.709059518,0.623002574,0.972086506,0.930739832,0.115761312,0.002253164,6.80E-06,0.003686427,0.03172141
259979_at,5,82,AT1G76600,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G21010.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN67638.1),NA,,,,,,,-0.326101557,0.334372682,0.377562207,0.037929017,0.294535384,1.517437194,1.220993529,1.434410371,0.095827661,0.433057153,0.317661116,0.995820191,0.479243068,7.29E-06,0.000203808,2.53E-05
260522_x_at,5,82,AT2G41730,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G24640.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO14635.1),NA,,,,,,,-0.433753458,0.172616089,0.394887627,-0.423367646,-0.245282157,1.754170866,1.158187131,1.114001082,0.131900361,0.925358236,0.582722113,0.656458143,0.809149846,0.000134249,0.012016435,0.01170953
260727_at,5,82,AT1G48100,glycoside hydrolase family 28 protein / polygalacturonase (pectinase) family protein,NA,,,,,,,-0.019209085,0.128047091,-0.054150908,-0.035775766,-0.33334688,1.299246607,1.13542375,1.020050636,0.958598523,0.945399145,0.982478048,0.995820191,0.577421922,0.000931988,0.005331136,0.009262497
260847_s_at,5,82,AT1G17290,"[AT1G17290, ALAAT1 (ALANINE AMINOTRANSFERAS); alanine transaminase];[AT1G72330, ALAAT2 (ALANINE AMINOTRANSFERASE 2); alanine transaminase]",Core cell type,,,,,,,0.276080235,0.309295794,0.343202597,-0.343657664,-0.223546849,1.203366861,0.550413403,0.636617414,0.060301158,0.263734384,0.182790491,0.246393384,0.466974877,3.47E-06,0.020261057,0.004651831
260847_s_at,5,82,AT1G72330,"[AT1G17290, ALAAT1 (ALANINE AMINOTRANSFERAS); alanine transaminase];[AT1G72330, ALAAT2 (ALANINE AMINOTRANSFERASE 2); alanine transaminase]",Core cell type,,,,,,,0.276080235,0.309295794,0.343202597,-0.343657664,-0.223546849,1.203366861,0.550413403,0.636617414,0.060301158,0.263734384,0.182790491,0.246393384,0.466974877,3.47E-06,0.020261057,0.004651831
261191_at,5,82,AT1G32900,"starch synthase, putative",NA,,,,,,,0.117127497,-0.132711377,-0.672570002,0.016506136,0.040008828,0.517873776,0.667091289,1.230452607,0.602979545,0.90450007,0.031236755,0.996728085,0.978614896,0.188425361,0.044272506,0.000150957
261266_at,5,82,AT1G26770,ATEXPA10 (ARABIDOPSIS THALIANA EXPANSIN A10),NA,,Up,,,,,1.045619663,0.255425556,0.059775934,-0.336711207,-0.166775192,1.468692073,0.876555309,1.242140947,1.57E-05,0.596736875,0.967814677,0.488581849,0.792994406,5.65E-06,0.003347992,6.73E-05
261436_at,5,82,AT1G07870,protein kinase family protein,NA,,,,,,,0.515316638,0.535212641,0.543513272,-0.052443271,-0.153909913,1.185042787,0.597386876,0.487619602,0.008528001,0.085470055,0.072907703,0.993168037,0.825138171,8.90E-05,0.057859314,0.117694825
261648_at,5,82,AT1G27730,STZ (SALT TOLERANCE ZINC FINGER); nucleic acid binding / transcription factor/ zinc ion binding,NA,,,,,C2H2,,-1.075756271,0.126622358,0.158710536,0.357126532,0.211546169,0.822978245,1.053482418,0.875813878,9.30E-05,0.935225836,0.874203309,0.611383013,0.772825786,0.022558331,0.003635294,0.011847595
261892_at,5,82,AT1G80840,WRKY40 (WRKY DNA-binding protein 40); transcription factor,NA,,,,,WRKY,,-0.118291655,-0.023623265,0.14718351,-0.519982203,-0.002327024,2.2577193,1.761360362,2.108208767,0.552017509,0.991840123,0.831656887,0.09702458,0.999654658,1.23E-08,1.74E-06,9.11E-08
262369_at,5,82,AT1G73010,phosphoric monoester hydrolase,NA,,,,,,,-0.487333276,-0.350296067,0.013318004,0.392418813,0.323080873,0.574118715,1.316833595,0.883881584,0.052049086,0.583597996,0.997244755,0.611969093,0.584645323,0.311582577,0.001163113,0.022882542
262382_at,5,82,AT1G72920,"disease resistance protein (TIR-NBS class), putative",NA,,,,,,,-0.050132557,0.063405878,0.255877183,0.127517428,0.826563754,1.099872405,1.163983956,1.670558975,0.890647382,0.985128426,0.787266371,0.975332999,0.05060656,0.00874214,0.007277359,0.000150957
262383_at,5,82,AT1G72940,"disease resistance protein (TIR-NBS class), putative",Core cell type,,Up,,,,,1.729607716,0.193804428,-0.17878874,-0.199699917,0.294534449,1.571236345,1.177732,2.044559535,5.00E-08,0.775071934,0.784450811,0.85156637,0.444134007,2.70E-06,0.000186251,2.19E-07
262550_at,5,82,AT1G31310,hydroxyproline-rich glycoprotein family protein,NA,,,,,,,-0.186296394,-0.464104008,-0.225968409,-0.102186749,0.152346655,1.231343269,1.593260528,1.609658333,0.523816481,0.419111617,0.822562077,0.989197975,0.90431663,0.002555125,0.000300531,0.000183497
262741_at,5,82,AT1G28760,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G67610.1); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G67610.2); similar to unnamed protein product [Vitis vinifera] (GB:CAO18262.1),NA,,,,,,,0.339092238,0.287720907,-0.213768093,-0.375987419,-0.455727105,1.275744524,0.612036199,1.033785512,0.072371482,0.525402769,0.700040313,0.397648671,0.14155946,4.09E-05,0.052950837,0.000513067
263391_at,5,82,AT2G11810,"MGDC (monogalactosyldiacylglycerol synthase type C); 1,2-diacylglycerol 3-beta-galactosyltransferase",NA,,,,,,,0.154540109,0.249613533,0.497605464,1.106898307,1.292905607,0.277832242,1.135117016,1.073132385,0.553903162,0.762700357,0.251608547,0.00325264,0.000853251,0.952718851,0.002692215,0.003018839
263539_at,5,82,AT2G24850,TAT3 (TYROSINE AMINOTRANSFERASE 3); transaminase,NA,,,,,,SUB1A_UP,0.523229845,0.417709407,0.139807638,-0.670150046,-0.957462523,1.709597708,0.621738256,0.612327547,0.138177294,0.700044924,0.955252019,0.442696696,0.088396154,0.001617736,0.442351303,0.41012675
263847_at,5,82,AT2G36970,UDP-glucoronosyl/UDP-glucosyl transferase family protein,NA,,,,,,,-0.033815985,0.029200347,-0.319667469,0.172346187,0.498241209,0.419627347,0.562773187,1.237536026,0.869767482,0.989362344,0.273470622,0.833255843,0.039549915,0.154206291,0.025617021,9.65E-06
264467_at,5,82,AT1G10140,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G58420.1); contains InterPro domain Uncharacterised conserved protein UCP031279 (InterPro:IPR016972),NA,,,,,,,0.613430831,0.405666964,0.298842398,0.034471198,0.238435308,1.153411772,0.782216006,1.093004682,0.0022714,0.238068715,0.458518003,0.995820191,0.590144684,0.000106576,0.008370553,0.000239282
264561_at,5,82,AT1G55810,"uracil phosphoribosyltransferase, putative / UMP pyrophosphorylase, putative / UPRTase, putative",Core cell type,,,,,,,-0.444293631,0.174047864,0.297122251,-0.443218837,-0.033895846,1.423999476,0.806732776,1.09298138,0.004174646,0.693823842,0.276078748,0.07494115,0.975133158,3.71E-07,0.000656478,1.80E-05
264746_at,5,82,AT1G62300,WRKY6 (WRKY DNA-binding protein 6); transcription factor,NA,,,,,WRKY,,-0.415100715,0.431855869,0.297739833,-0.212839895,0.335923132,1.121302874,0.47660711,1.159486172,0.045786602,0.268723087,0.542899833,0.862864706,0.415665667,0.000469418,0.229611976,0.000384323
265200_s_at,5,82,AT2G36800,"[AT2G36800, DOGT1 (DON-GLUCOSYLTRANSFERASE); UDP-glycosyltransferase/ transferase, transferring glycosyl groups];[AT2G36790, UGT73C6 (UDP-GLUCOSYL TRANSFERASE 73C6); UDP-glucosyltransferase/ UDP-glycosyltransferase/ transferase, transferring glycosyl groups]",NA,,,,,,,0.917154329,0.316761833,0.265071421,-0.339505823,0.213728998,2.294892203,1.638624547,2.24354978,0.000377501,0.575701912,0.675658727,0.633426181,0.762164826,2.00E-07,3.78E-05,5.23E-07
265200_s_at,5,82,AT2G36790,"[AT2G36800, DOGT1 (DON-GLUCOSYLTRANSFERASE); UDP-glycosyltransferase/ transferase, transferring glycosyl groups];[AT2G36790, UGT73C6 (UDP-GLUCOSYL TRANSFERASE 73C6); UDP-glucosyltransferase/ UDP-glycosyltransferase/ transferase, transferring glycosyl groups]",NA,,,,,,,0.917154329,0.316761833,0.265071421,-0.339505823,0.213728998,2.294892203,1.638624547,2.24354978,0.000377501,0.575701912,0.675658727,0.633426181,0.762164826,2.00E-07,3.78E-05,5.23E-07
265668_at,5,82,AT2G32020,GCN5-related N-acetyltransferase (GNAT) family protein,NA,,,,,GT,,-0.390460239,0.446611661,0.914556542,0.54333028,0.341151173,1.117232395,1.213951014,0.543827027,0.068817906,0.272021151,0.006105585,0.182618236,0.433581201,0.000731501,0.000542137,0.1298366
266016_at,5,82,AT2G18670,zinc finger (C3HC4-type RING finger) family protein,NA,,,,,C3H,,0.330796712,0.456763992,0.319846869,0.226299536,0.45659492,1.447566052,1.217101596,1.584314103,0.022971767,0.044788387,0.208628879,0.603828953,0.039549915,2.31E-07,6.77E-06,1.84E-07
266820_at,5,82,AT2G44940,"AP2 domain-containing transcription factor TINY, putative",NA,,,,,AP2-EREBP,,0.101231256,0.139343218,-0.256833466,-0.395596386,-0.661606092,1.113663008,0.578723405,0.708890383,0.75062023,0.937743015,0.771337173,0.641035617,0.121801237,0.005828083,0.26421539,0.102623853
267028_at,5,82,AT2G38470,WRKY33 (WRKY DNA-binding protein 33); transcription factor,NA,,,,,WRKY,,-0.988864688,0.417655503,0.409085298,0.241800927,0.529304831,1.218788446,1.04293387,1.339007979,5.64E-05,0.26421085,0.271381457,0.783623637,0.095420687,0.000123064,0.00116789,5.95E-05
267178_at,5,82,AT2G37750,unknown protein,NA,,,,,,,-0.686391886,0.415705397,0.445682497,-0.403573079,-0.138763571,1.183736709,0.364458233,0.599290642,0.008896403,0.461238022,0.382427892,0.593412956,0.908345082,0.002153413,0.579537835,0.166648321
267357_at,5,82,AT2G40000,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G55840.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO41329.1); contains InterPro domain Hs1pro-1, C-terminal (InterPro:IPR009743); contains InterPro domain Hs1pro-1, N-terminal (InterPro:IPR009869)",NA,,,,,,,-0.498569397,-0.302858467,0.222025099,-0.221763625,0.46664329,1.337985986,1.419080828,1.582604177,0.021884161,0.575034303,0.740020505,0.859212263,0.193085795,9.34E-05,0.000115566,2.06E-05
245982_at,6,18,AT5G13170,nodulin MtN3 family protein,NA,,,,,,,-2.074418536,-0.269664244,-0.098292854,-0.321927363,-0.098524547,-0.168496745,-0.220759863,-0.168728439,5.00E-08,0.692814194,0.946528592,0.67391094,0.937501084,0.999657156,0.767021396,0.865298403
246036_at,6,18,AT5G08370,ATAGAL2 (ARABIDOPSIS THALIANA ALPHA-GALACTOSIDASE 2); alpha-galactosidase,NA,,,,,,,-2.642699732,0.211401809,-0.061916641,0.012333181,-0.301592604,0.022206046,-0.176862581,-0.217469916,1.27E-10,0.687831063,0.961950961,0.996728085,0.372659287,0.999657156,0.753577748,0.647864409
246187_at,6,18,no_match,no_match,NA,,Up,,,,,1.286886923,0.078003527,0.104239463,-0.00293403,0.199233198,-0.102136385,-0.183073942,-0.00714265,2.42E-05,0.972142841,0.946528592,0.999011835,0.818037226,0.999657156,0.846618565,0.998636713
247356_at,6,18,AT5G63800,BGAL6/MUM2 (MUCILAGE-MODIFIED 2); beta-galactosidase,NA,,,,,,,-2.01180775,0.186674058,0.146594657,-0.098558323,0.005705305,0.13636656,-0.148865822,-0.004522792,3.11E-06,0.923223074,0.937491787,0.993168037,0.999654658,0.999657156,0.927397849,0.999648707
248622_at,6,18,AT5G49360,"BXL1 (BETA-XYLOSIDASE 1); hydrolase, hydrolyzing O-glycosyl compounds",NA,,,,,,,-2.18682684,-0.31680654,0.087923869,-0.351423853,0.473290426,0.044359004,0.00974169,0.429725561,1.57E-05,0.861728644,0.981013883,0.902960458,0.630580882,0.999657156,0.996341628,0.719727023
248823_s_at,6,18,AT5G46960,"[AT5G46960, invertase/pectin methylesterase inhibitor family protein];[AT5G46950, invertase/pectin methylesterase inhibitor family protein]",NA,,,,,,,-3.137478857,0.17936233,0.144840504,0.316597447,0.311999244,-0.066043952,0.071191166,0.101114789,0.00066629,0.985963695,0.986530149,0.989121946,0.951093249,0.999657156,0.991100674,0.989876232
248823_s_at,6,18,AT5G46950,"[AT5G46960, invertase/pectin methylesterase inhibitor family protein];[AT5G46950, invertase/pectin methylesterase inhibitor family protein]",NA,,,,,,,-3.137478857,0.17936233,0.144840504,0.316597447,0.311999244,-0.066043952,0.071191166,0.101114789,0.00066629,0.985963695,0.986530149,0.989121946,0.951093249,0.999657156,0.991100674,0.989876232
249917_at,6,18,AT5G22460,esterase/lipase/thioesterase family protein,NA,,,,,,SUB1A_UP,-2.238816755,1.03633416,0.622206426,0.748146255,0.405433187,-0.334005958,-0.622193863,-0.550779198,9.86E-07,0.035827318,0.289609107,0.220970285,0.577602161,0.981643653,0.338827429,0.389539038
249941_at,6,18,AT5G22270,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G06270.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO15841.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN79170.1),NA,,,,,,,-2.820379908,-0.438702233,-0.450937766,-0.636700309,-0.353487621,-0.838287348,-1.036285424,-0.740837203,4.65E-07,0.695307646,0.658351931,0.522207847,0.761158794,0.320483826,0.106718783,0.283918741
251428_at,6,18,AT3G60140,"DIN2 (DARK INDUCIBLE 2); hydrolase, hydrolyzing O-glycosyl compounds",NA,,,,,,,-2.356740766,0.088135951,-0.182849805,-0.292298635,-0.251505187,0.014203386,-0.366231199,-0.054451997,0.000700091,0.990984834,0.97121338,0.975142729,0.944591219,0.999657156,0.900248616,0.992787149
253046_at,6,18,AT4G37370,"CYP81D8 (cytochrome P450, family 81, subfamily D, polypeptide 8); oxygen binding",NA,,,,,,,-2.136790299,0.565880606,0.635829157,-0.250880607,-0.108096413,1.620555356,0.803794143,0.876629786,1.32E-06,0.362035185,0.262995802,0.923528069,0.955655519,0.000601768,0.145706538,0.075342476
